#,File Number,Trade Name,Corp Name,Business Status,Address,City,State,Zip,Mail Address,Mail City,Mail State,Mail Zip,County,Permit Number,Issue Date,Permit Status
559,00270187CM-999,Pinehurst Brewing Company  ,Pinehurst LLC,Active,300 Magnolia Road,Pinehurst,,28374,PO Box 2611,Raleigh,NC ,27602,Moore,00270187DG,12/21/2018 11:19,Active
,00270187CM-999,Pinehurst Brewing Company  ,Pinehurst LLC,Active,300 Magnolia Road,Pinehurst,,28374,PO Box 2611,Raleigh,NC ,27602,Moore,00270187BW,12/21/2018 11:19,Active
,00270187CM-999,Pinehurst Brewing Company  ,Pinehurst LLC,Active,300 Magnolia Road,Pinehurst,,28374,PO Box 2611,Raleigh,NC ,27602,Moore,00270187BM,12/21/2018 11:19,Active
560,00270742CM-999,Panacea Brewing Company,Panacea Brewing Company LLC,Active,311 Judges Road Unit 6B,Wilmington,,28405,,,,,New Hanover,00270742BM,6/18/2019 9:52,Active
,00270742CM-999,Panacea Brewing Company,Panacea Brewing Company LLC,Active,311 Judges Road Unit 6B,Wilmington,,28405,,,,,New Hanover,00270742DG,6/18/2019 9:52,Active
,00270742CM-999,Panacea Brewing Company,Panacea Brewing Company LLC,Active,311 Judges Road Unit 6B,Wilmington,,28405,,,,,New Hanover,00270742BW,6/18/2019 9:52,Active
561,00270806CM-999,Doodle Sasser Distilling,Doodle Sasser Distilling LLC,Active,268 Unionville Indian Trail Road Unit C,Indian Trail,,28079,PO Box 442,Indian Trail,NC ,28079,Union,00270806SE,1/17/2019 10:40,Active
,00270806CM-999,Doodle Sasser Distilling,Doodle Sasser Distilling LLC,Active,268 Unionville Indian Trail Road Unit C,Indian Trail,,28079,PO Box 442,Indian Trail,NC ,28079,Union,00270806DH,1/17/2019 10:40,Active
,00270806CM-999,Doodle Sasser Distilling,Doodle Sasser Distilling LLC,Active,268 Unionville Indian Trail Road Unit C,Indian Trail,,28079,PO Box 442,Indian Trail,NC ,28079,Union,00270806DI,1/17/2019 10:40,Active
562,00270870CM-999,Nocturnal Brewing Company,Nocturnal Brewing Company LLC,Active,893 Hwy 64 Business,Hayesville,,28904,,,,,Clay,00270870BW,1/14/2019 9:38,Active
,00270870CM-999,Nocturnal Brewing Company,Nocturnal Brewing Company LLC,Active,893 Hwy 64 Business,Hayesville,,28904,,,,,Clay,00270870BM,1/14/2019 9:38,Active
,00270870CM-999,Nocturnal Brewing Company,Nocturnal Brewing Company LLC,Active,893 Hwy 64 Business,Hayesville,,28904,,,,,Clay,00270870DG,1/14/2019 9:38,Active
563,00270873CM-999,Guidon Brewing Company  ,Guidon Brewing Company LLC  ,Active,415 8th Avenue East,Hendersonville,,28792,,,,,Henderson,00270873DG,6/21/2019 7:42,Active
,00270873CM-999,Guidon Brewing Company  ,Guidon Brewing Company LLC  ,Active,415 8th Avenue East,Hendersonville,,28792,,,,,Henderson,00270873BW,6/21/2019 7:42,Active
,00270873CM-999,Guidon Brewing Company  ,Guidon Brewing Company LLC  ,Active,415 8th Avenue East,Hendersonville,,28792,,,,,Henderson,00270873BM,6/21/2019 7:42,Active
564,00271149CM-999,Rocky Mount Brewery,East Durham Brewing Company LLC  ,Active,1147 Falls Road Suite 145,Rocky Mount,,27804,,,,,Nash,00271149BM,6/14/2019 9:18,Active
,00271149CM-999,Rocky Mount Brewery,East Durham Brewing Company LLC  ,Active,1147 Falls Road Suite 145,Rocky Mount,,27804,,,,,Nash,00271149BW,6/14/2019 9:18,Active
,00271149CM-999,Rocky Mount Brewery,East Durham Brewing Company LLC  ,Active,1147 Falls Road Suite 145,Rocky Mount,,27804,,,,,Nash,00271149DG,6/14/2019 9:18,Active
565,00271205CM-999,Laconia Ale Works  ,Laconia Ale Works LLC,Active,433 North Main Street,Sparta,,28675,1192 Fisher Lane,Marshall,NC ,28753,Alleghany,00271205BM,1/9/2019 16:27,Active
,00271205CM-999,Laconia Ale Works  ,Laconia Ale Works LLC,Active,433 North Main Street,Sparta,,28675,1192 Fisher Lane,Marshall,NC ,28753,Alleghany,00271205DG,10/25/2019 15:07,Active
,00271205CM-999,Laconia Ale Works  ,Laconia Ale Works LLC,Active,433 North Main Street,Sparta,,28675,1192 Fisher Lane,Marshall,NC ,28753,Alleghany,00271205BW,1/9/2019 16:27,Active
566,00271280CM-999,Red Buffalo Brewing Company,Red Buffalo Brewing Company Inc,Active,108 North Center Street,Statesville,,28677,,,,,Iredell,00271280DG,6/14/2019 13:55,Active
,00271280CM-999,Red Buffalo Brewing Company,Red Buffalo Brewing Company Inc,Active,108 North Center Street,Statesville,,28677,,,,,Iredell,00271280BW,6/14/2019 13:55,Active
,00271280CM-999,Red Buffalo Brewing Company,Red Buffalo Brewing Company Inc,Active,108 North Center Street,Statesville,,28677,,,,,Iredell,00271280BM,6/14/2019 13:55,Active
567,00271610CM-999,Levee Brewery and Pub,Levee Brewing Company Inc,Active,114 Main Street West,Valdese,,28690,118 Main Street West,Valdese,NC ,28690,Burke,00271610BM,6/24/2019 9:44,Active
,00271610CM-999,Levee Brewery and Pub,Levee Brewing Company Inc,Active,114 Main Street West,Valdese,,28690,118 Main Street West,Valdese,NC ,28690,Burke,00271610BW,6/24/2019 9:44,Active
,00271610CM-999,Levee Brewery and Pub,Levee Brewing Company Inc,Active,114 Main Street West,Valdese,,28690,118 Main Street West,Valdese,NC ,28690,Burke,00271610DG,8/9/2019 11:22,Active
568,00271634CM-999,Fermentation Station ,Fermentation Station LLC  ,Active,216 Henderson Drive,Jacksonville,,28540,,,,,Onslow,00271634DG,1/17/2019 9:34,Active
,00271634CM-999,Fermentation Station ,Fermentation Station LLC  ,Active,216 Henderson Drive,Jacksonville,,28540,,,,,Onslow,00271634BW,1/17/2019 9:34,Active
,00271634CM-999,Fermentation Station ,Fermentation Station LLC  ,Active,216 Henderson Drive,Jacksonville,,28540,,,,,Onslow,00271634BM,1/17/2019 9:34,Active
569,00272233CM-999,Thirsty Skull Brewing,Thirsty Skull Brewing LLC,Active,1056 McLaurin Road,Siler City,,27344,161 Windsong Drive,Pittsboro,NC ,27312,Chatham,00272233BM,6/4/2019 8:24,Active
,00272233CM-999,Thirsty Skull Brewing,Thirsty Skull Brewing LLC,Active,1056 McLaurin Road,Siler City,,27344,161 Windsong Drive,Pittsboro,NC ,27312,Chatham,00272233BW,6/4/2019 8:24,Active
,00272233CM-999,Thirsty Skull Brewing,Thirsty Skull Brewing LLC,Active,1056 McLaurin Road,Siler City,,27344,161 Windsong Drive,Pittsboro,NC ,27312,Chatham,00272233DG,6/4/2019 8:24,Active
570,00272426CM-999,Percent Tap House,Percent Tap House LLC,Active,4250 Main Street Suite 109,Harrisburg,,28075,,,,,Cabarrus,00272426DG,6/21/2019 8:07,Active
,00272426CM-999,Percent Tap House,Percent Tap House LLC,Active,4250 Main Street Suite 109,Harrisburg,,28075,,,,,Cabarrus,00272426BW,6/21/2019 8:07,Active
,00272426CM-999,Percent Tap House,Percent Tap House LLC,Active,4250 Main Street Suite 109,Harrisburg,,28075,,,,,Cabarrus,00272426BM,6/21/2019 8:07,Active
571,00272428CM-999,Apiary Distillery,Apiary Distillery LLC,Active,7097 Market Street Ext,Washington,,27889,,,,,Beaufort,00272428DI,6/10/2019 10:36,Active
,00272428CM-999,Apiary Distillery,Apiary Distillery LLC,Active,7097 Market Street Ext,Washington,,27889,,,,,Beaufort,00272428SE,6/10/2019 10:36,Active
572,00272738CM-999,Tar Banks Brewing Company ,M R S Brews LLC  ,Active,108 North Main Street,Louisburg,,27549,PO Box 984,Louisburg,NC ,27549,Franklin,00272738BM,9/9/2019 15:19,Active
,00272738CM-999,Tar Banks Brewing Company ,M R S Brews LLC  ,Active,108 North Main Street,Louisburg,,27549,PO Box 984,Louisburg,NC ,27549,Franklin,00272738BW,9/9/2019 15:19,Active
,00272738CM-999,Tar Banks Brewing Company ,M R S Brews LLC  ,Active,108 North Main Street,Louisburg,,27549,PO Box 984,Louisburg,NC ,27549,Franklin,00272738DG,9/9/2019 15:19,Active
573,00273002CM-999,Mikes Hard Lemonade Co American Vintage Bev Co,Mark Anthony Brewing Inc (Alternating Proprietorship) ,Active,110 Barley Park Lane,Mooresville,,28115,328 South Jefferson Street Suite 1050 ,Chicago ,IL ,28117,Iredell,00273002BM,3/18/2019 14:50,Active
574,00273010CM-999,Old Well Brewery,Backyard Hospitality LLC,Active,1467 North Main Street,Mount Pleasant,,28124,PO Box 1400,Mount Pleasant,NC ,28124,Cabarrus,00273010BM,9/18/2019 11:53,Active
,00273010CM-999,Old Well Brewery,Backyard Hospitality LLC,Active,1467 North Main Street,Mount Pleasant,,28124,PO Box 1400,Mount Pleasant,NC ,28124,Cabarrus,00273010BW,9/18/2019 11:53,Active
575,00273457CM-999,Cotton House Craft Brewers,Cotton House Craft Brewers LLC,Active,301 South Academy Street Suite 102,Cary,,27511,307 South Academy Street,Cary,NC ,27511,Wake,00273457BW,11/22/2019 8:41,Active
,00273457CM-999,Cotton House Craft Brewers,Cotton House Craft Brewers LLC,Active,301 South Academy Street Suite 102,Cary,,27511,307 South Academy Street,Cary,NC ,27511,Wake,00273457DG,11/22/2019 8:41,Active
,00273457CM-999,Cotton House Craft Brewers,Cotton House Craft Brewers LLC,Active,301 South Academy Street Suite 102,Cary,,27511,307 South Academy Street,Cary,NC ,27511,Wake,00273457BM,11/22/2019 8:41,Active
576,00273666CM-999,Ghostface Brewing,Ghostface Brewing LLC,Active,427 East Statesville Avenue Suite 100,Mooresville,,28115,,,,,Iredell,00273666BM,5/3/2019 9:01,Active
,00273666CM-999,Ghostface Brewing,Ghostface Brewing LLC,Active,427 East Statesville Avenue Suite 100,Mooresville,,28115,,,,,Iredell,00273666DG,5/3/2019 9:01,Active
,00273666CM-999,Ghostface Brewing,Ghostface Brewing LLC,Active,427 East Statesville Avenue Suite 100,Mooresville,,28115,,,,,Iredell,00273666BW,5/3/2019 9:01,Active
577,00274039CM-999,Asheville Distilling Company,Troy and Sons Distillers LLC,Active,12 Old Charlotte Hwy Suite 140,Asheville,,28803,PO Box 5199,Asheville,NC ,28813,Buncombe,00274039DH,5/14/2019 14:08,Active
,00274039CM-999,Asheville Distilling Company,Troy and Sons Distillers LLC,Active,12 Old Charlotte Hwy Suite 140,Asheville,,28803,PO Box 5199,Asheville,NC ,28813,Buncombe,00274039SE,5/14/2019 14:08,Active
,00274039CM-999,Asheville Distilling Company,Troy and Sons Distillers LLC,Active,12 Old Charlotte Hwy Suite 140,Asheville,,28803,PO Box 5199,Asheville,NC ,28813,Buncombe,00274039DI,5/14/2019 14:08,Active
578,00274215CM-999,Pharr Mill Brewing Company  ,Matthews Brewing Company LLC  ,Active,105 Oakley Drive,Harrisburg,,28075,,,,,Cabarrus,00274215BM,6/21/2019 8:01,Active
,00274215CM-999,Pharr Mill Brewing Company  ,Matthews Brewing Company LLC  ,Active,105 Oakley Drive,Harrisburg,,28075,,,,,Cabarrus,00274215BW,6/21/2019 8:01,Active
,00274215CM-999,Pharr Mill Brewing Company  ,Matthews Brewing Company LLC  ,Active,105 Oakley Drive,Harrisburg,,28075,,,,,Cabarrus,00274215DG,6/21/2019 8:01,Active
579,00274368CM-999,Kernersville Brewing Company,Kernersville Brewing Company LLC,Active,1031 East Mountain Street Building 312 Suite 104,Kernersville,,27284,,,,,Forsyth,00274368BW,6/24/2019 12:49,Active
,00274368CM-999,Kernersville Brewing Company,Kernersville Brewing Company LLC,Active,1031 East Mountain Street Building 312 Suite 104,Kernersville,,27284,,,,,Forsyth,00274368DG,6/24/2019 12:49,Active
,00274368CM-999,Kernersville Brewing Company,Kernersville Brewing Company LLC,Active,1031 East Mountain Street Building 312 Suite 104,Kernersville,,27284,,,,,Forsyth,00274368BM,6/24/2019 12:49,Active
580,00274437CM-999,Liquid Roots Brewing Project  ,Liquid Roots Brewing Project LLC,Active,1048 Harper Avenue NW,Lenoir,,28645,,,,,Caldwell,00274437DG,6/24/2019 10:14,Active
,00274437CM-999,Liquid Roots Brewing Project  ,Liquid Roots Brewing Project LLC,Active,1048 Harper Avenue NW,Lenoir,,28645,,,,,Caldwell,00274437BW,6/24/2019 10:14,Active
,00274437CM-999,Liquid Roots Brewing Project  ,Liquid Roots Brewing Project LLC,Active,1048 Harper Avenue NW,Lenoir,,28645,,,,,Caldwell,00274437BM,6/24/2019 10:14,Active
581,00275151CM-999,Forgotten Road Ales,Forgotten Road Ales LLC,Active,141 East Harden Street,Graham,,27253,,,,,Alamance,00275151BM,6/21/2019 8:26,Active
,00275151CM-999,Forgotten Road Ales,Forgotten Road Ales LLC,Active,141 East Harden Street,Graham,,27253,,,,,Alamance,00275151DG,6/21/2019 8:26,Active
,00275151CM-999,Forgotten Road Ales,Forgotten Road Ales LLC,Active,141 East Harden Street,Graham,,27253,,,,,Alamance,00275151BW,6/21/2019 8:26,Active
582,00275456CM-999,Big Game Brewing,Big Game Brewing LLC,Active,134 Industrial Park Drive,Trenton,,28585,,,,,Jones,00275456BW,11/19/2019 11:43,Active
,00275456CM-999,Big Game Brewing,Big Game Brewing LLC,Active,134 Industrial Park Drive,Trenton,,28585,,,,,Jones,00275456DG,11/19/2019 11:43,Active
,00275456CM-999,Big Game Brewing,Big Game Brewing LLC,Active,134 Industrial Park Drive,Trenton,,28585,,,,,Jones,00275456BM,11/19/2019 11:43,Active
583,00275514CM-999,Burlington Beer Works  ,Burlington Beer Works Inc  ,Active,103 East Front Street,Burlington,,27215,PO Box 991,Burlington,NC ,27216,Alamance,00275514DG,10/17/2019 15:18,Active
,00275514CM-999,Burlington Beer Works  ,Burlington Beer Works Inc  ,Active,103 East Front Street,Burlington,,27215,PO Box 991,Burlington,NC ,27216,Alamance,00275514BW,10/17/2019 15:18,Active
,00275514CM-999,Burlington Beer Works  ,Burlington Beer Works Inc  ,Active,103 East Front Street,Burlington,,27215,PO Box 991,Burlington,NC ,27216,Alamance,00275514BM,10/17/2019 15:18,Active
584,00276112CM-999,12 Bones Brewing,Q 2 Group LLC,Active,2350 Hendersonville Road Suite 20,Asheville,,28704,69 Stamford Street,Asheville,NC ,28803,Buncombe,00276112BM,9/19/2019 12:24,Active
,00276112CM-999,12 Bones Brewing,Q 2 Group LLC,Active,2350 Hendersonville Road Suite 20,Asheville,,28704,69 Stamford Street,Asheville,NC ,28803,Buncombe,00276112BW,9/19/2019 12:24,Active
,00276112CM-999,12 Bones Brewing,Q 2 Group LLC,Active,2350 Hendersonville Road Suite 20,Asheville,,28704,69 Stamford Street,Asheville,NC ,28803,Buncombe,00276112DG,9/19/2019 12:24,Active
585,00276584CM-999,Nickelpoint Brewing Company  ,Double Decker Brewing Company LLC ,Active,506 Pershing Road,Raleigh,,27608,549 Vista Del Lago Lane,Wake Forest,NC ,27587,Wake,00276584BM,8/27/2019 8:34,Active
,00276584CM-999,Nickelpoint Brewing Company  ,Double Decker Brewing Company LLC ,Active,506 Pershing Road,Raleigh,,27608,549 Vista Del Lago Lane,Wake Forest,NC ,27587,Wake,00276584DG,8/27/2019 8:34,Active
,00276584CM-999,Nickelpoint Brewing Company  ,Double Decker Brewing Company LLC ,Active,506 Pershing Road,Raleigh,,27608,549 Vista Del Lago Lane,Wake Forest,NC ,27587,Wake,00276584BW,8/27/2019 8:34,Active
586,00276663CM-999,Wye Hill Kitchen and Brewing,B B B C LLC,Active,201 South Boylan Avenue,Raleigh,,27603,,,,,Wake,00276663BW,8/26/2019 13:24,Active
,00276663CM-999,Wye Hill Kitchen and Brewing,B B B C LLC,Active,201 South Boylan Avenue,Raleigh,,27603,,,,,Wake,00276663DG,8/26/2019 13:24,Active
,00276663CM-999,Wye Hill Kitchen and Brewing,B B B C LLC,Active,201 South Boylan Avenue,Raleigh,,27603,,,,,Wake,00276663BM,8/26/2019 13:24,Active
587,00278098CM-999,Armored Cow Brewing,Armored Cow Brewing Company Inc,Active,8821 J W Clay Blvd Suite 1-3,Charlotte,,28262,,,,,Mecklenburg,00278098DG,11/12/2019 15:31,Active
,00278098CM-999,Armored Cow Brewing,Armored Cow Brewing Company Inc,Active,8821 J W Clay Blvd Suite 1-3,Charlotte,,28262,,,,,Mecklenburg,00278098BW,11/12/2019 15:31,Active
,00278098CM-999,Armored Cow Brewing,Armored Cow Brewing Company Inc,Active,8821 J W Clay Blvd Suite 1-3,Charlotte,,28262,,,,,Mecklenburg,00278098BM,11/12/2019 15:31,Active
588,00278102CM-999,Bright Penny Brewing Company,Bright Penny Brewing Company LLC,Active,107 North 7th Street,Mebane,,27302,,,,,Alamance,00278102BW,11/12/2019 15:38,Active
,00278102CM-999,Bright Penny Brewing Company,Bright Penny Brewing Company LLC,Active,107 North 7th Street,Mebane,,27302,,,,,Alamance,00278102DG,11/12/2019 15:38,Active
,00278102CM-999,Bright Penny Brewing Company,Bright Penny Brewing Company LLC,Active,107 North 7th Street,Mebane,,27302,,,,,Alamance,00278102BM,11/12/2019 15:38,Active
589,00278391CM-999,Snowbird Mountains Brewery,Snowbird Mountains Brewery LLC,Active,378 Locust Street,Andrews,,28901,649 Sugar Creek Road,Blue Ridge,GA ,30513,Cherokee,00278391BM,8/27/2019 11:30,Active
,00278391CM-999,Snowbird Mountains Brewery,Snowbird Mountains Brewery LLC,Active,378 Locust Street,Andrews,,28901,649 Sugar Creek Road,Blue Ridge,GA ,30513,Cherokee,00278391DG,8/27/2019 11:30,Active
,00278391CM-999,Snowbird Mountains Brewery,Snowbird Mountains Brewery LLC,Active,378 Locust Street,Andrews,,28901,649 Sugar Creek Road,Blue Ridge,GA ,30513,Cherokee,00278391BW,8/27/2019 11:30,Active
590,00278802CM-999,Southern Strain Beer Company,Southern Strain Beer Company LLC,Active,165 Brumley Avenue NE,Concord,,28025,,,,,Cabarrus,00278802BM,1/17/2020 11:10,Active
,00278802CM-999,Southern Strain Beer Company,Southern Strain Beer Company LLC,Active,165 Brumley Avenue NE,Concord,,28025,,,,,Cabarrus,00278802DG,1/17/2020 11:10,Active
,00278802CM-999,Southern Strain Beer Company,Southern Strain Beer Company LLC,Active,165 Brumley Avenue NE,Concord,,28025,,,,,Cabarrus,00278802BW,1/17/2020 11:10,Active
591,00279147CM-999,Blue Shark Vodka,Daytoon Inc,Active,6600 Windmill Way Unit 2,Wilmington,,28405,206 Causeway Drive Suite 1277,Wrightsville Beach,NC ,28480,New Hanover,00279147DI,11/5/2019 11:28,Active
592,00279676CM-999,New River Brewing,New River Brewing LLC,Active,108 South Third Avenue,West Jefferson,,28694,380 Bucks Lane,Warrensville,NC ,28693,Ashe,00279676BM,11/12/2019 15:49,Active
,00279676CM-999,New River Brewing,New River Brewing LLC,Active,108 South Third Avenue,West Jefferson,,28694,380 Bucks Lane,Warrensville,NC ,28693,Ashe,00279676DG,11/12/2019 15:49,Active
,00279676CM-999,New River Brewing,New River Brewing LLC,Active,108 South Third Avenue,West Jefferson,,28694,380 Bucks Lane,Warrensville,NC ,28693,Ashe,00279676BW,11/12/2019 15:49,Active
593,0106CM-989,Thunderbird Brewing Alternating Proprietorship,E and J Gallo Winery,Cancelled,110 Barley Park Lane,Mooresville,,28115,PO Box 1130,Modesto,CA ,95353,Iredell,00253521BM,10/5/2017 10:22,Cancelled
594,0296CM-998,Hams Brewhouse,Hams Restaurants Inc,Cancelled,701 Evans Street,Greenville,,27834,PO Box 10386,Greensboro,NC ,27404,Pitt,00107459BM,12/13/2001,Cancelled
,0296CM-998,Hams Brewhouse,Hams Restaurants Inc,Cancelled,701 Evans Street,Greenville,,27834,PO Box 10386,Greensboro,NC ,27404,Pitt,00107459BW,12/13/2001,Cancelled
595,0503CM-999,Miller Brewing Company,Miller Brewing Company,Cancelled,863 East Meadow Road,Eden,,27288,3939 West Highland Blvd,Milwaukee,WI ,53208,Rockingham,0503BM,10/12/1977,Cancelled
596,0514CM-999,Weeping Radish Restaurant and Brewery,Bavaria South Inc,Cancelled,Hwy 64 East,Manteo,,27954,PO Box 1471,Manteo,NC ,27954,Dare,0514BW,1/25/1988,Cancelled
,0514CM-999,Weeping Radish Restaurant and Brewery,Bavaria South Inc,Cancelled,Hwy 64 East,Manteo,,27954,PO Box 1471,Manteo,NC ,27954,Dare,0514BM,6/19/1986,Cancelled
597,0515CM-999,Beer And Wine Hobbies Int'l,Ale An Artifacts Limited Inc,Cancelled,114-0 Freeland Lane,Charlotte,,27217,,,,,Mecklenburg,0515BM,7/25/1988,Cancelled
598,0518CM-999,Greenshields Brewery And Pub,Greenshields Inc,Cancelled,214 East Martin Street,Raleigh,,27601,,,,,Wake,0518BM,6/7/1989,Cancelled
,0518CM-999,Greenshields Brewery And Pub,Greenshields Inc,Cancelled,214 East Martin Street,Raleigh,,27601,,,,,Wake,0518BW,6/7/1989,Cancelled
599,0521CM-999,Red Oak Brew Pub,Franklins Off Friendly Inc,Cancelled,714 Francis King Street,Greensboro,,27410,5804 Hunt Club Road,Greensboro,NC ,27410,Guilford,0521BM,2/28/1991,Cancelled
,0521CM-999,Red Oak Brew Pub,Franklins Off Friendly Inc,Cancelled,714 Francis King Street,Greensboro,,27410,5804 Hunt Club Road,Greensboro,NC ,27410,Guilford,0521BW,4/30/1992,Cancelled
600,0521CM-998,Red Oak Brewery,Franklins Off Friendly Inc,Cancelled,6901 Konica Drive,Whitsett,,27377,5804 Hunt Club Road,Greensboro,NC ,27410,Guilford,00155211BM,11/28/2007,Cancelled
,0521CM-998,Red Oak Brewery,Franklins Off Friendly Inc,Cancelled,6901 Konica Drive,Whitsett,,27377,5804 Hunt Club Road,Greensboro,NC ,27410,Guilford,00155211BW,11/28/2007,Cancelled
601,0533CM-999,Highland Brewing Company,Highland Brewing Company Inc,Cancelled,42 Biltmore Avenue,Asheville,,28801,PO Box 2351,Asheville,NC ,28802,Buncombe,0533BM,9/28/1994,Cancelled
602,0533CM-998,Highland Brewing Company,Highland Brewing Company Inc,Active,12 Old Charlotte Hwy Suite 200,Asheville,,28803,,,,,Buncombe,00147108DG,7/8/2011,Active
,0533CM-998,Highland Brewing Company,Highland Brewing Company Inc,Active,12 Old Charlotte Hwy Suite 200,Asheville,,28803,,,,,Buncombe,00147108BM,1/9/2007,Active
,0533CM-998,Highland Brewing Company,Highland Brewing Company Inc,Active,12 Old Charlotte Hwy Suite 200,Asheville,,28803,,,,,Buncombe,00147108BW,1/9/2007,Active
